915	12	38	59.07
30214	29147	3	84.82
111	820	5	5.35
8	936	14	43.2
109	1348	16	45.54
1909	102	40	161.76
1398	424	3	20.44
10381	12	10	56.37
235	6166	6	63.35
648	134	3	3.86
180	303	8	24.69
275	177	10	32.08
2787	1821	8	108.42
403	102	272	1292.66
1422	104	7	5.33
10917	14	7	24.55
11936	12	3	7.29
374	198	3	6.85
145	4929	3	18.17
14263	104	8	62.02
7261	12	3	3.99
111	1527	4	7.17
644	129	11	34.42
645	518	7	51.3
139	711	3	4.88
170	5812	3	22.24
1402	12	12	6.33
383	579	4	21.27
136	4043	5	30.72
11252	14	9	43.05
296	102	425	2140
3353	101	7	5.5
708	120	6	10.43
4829	118	4	19.47
6729	14	7	14.27
101	10888	4	9.68
5858	112	3	12.77
144	221	13	27.17
683	597	3	18.14
299	485	8	46.29
115	3078	3	9.01
101	12468	5	17.23
24895	115	4	42.06
146	8070	5	42.93
2926	108	5	10.78
173	594	3	7.34
1319	3984	4	49.09
114	140	100	168.63
288	16386	3	37.73
352	686	8	54.59
17355	112	5	45.6
107	8095	4	15.91
7218	14	5	7.91
199	123	184	1041.91
771	177	3	9.19
110	166	27	9.71
11127	117	3	19.91
136	916	7	24.48
571	140	19	88.94
2520	124	5	20.91
348	1893	5	39.98
678	1054	3	21.73
107	17403	3	16.93
3979	105	4	7.1
1936	12	11	9.37
900	14214	3	42.99
130	2240	9	48.14
102	158	107	25.34
164	495	3	5.8
101	5956	11	33.63
1206	4420	3	35.24
1917	8	5	12.94
15601	103	3	13.2
181	859	3	10.24
8045	11432	3	57.16
21051	14	3	10.01
5061	671	5	59.66
398	381	5	24.61
556	142	9	29.61
2858	2863	3	37.81
3276	118	3	9.95
121	2621	5	20.25
103	4473	4	7.09
7510	169	3	24.46
17778	105	6	47.28
1889	14	19	19.99
867	12	48	90.36
764	4362	3	32.16
104	6849	7	28.91
7796	14	4	5.14
1373	102	44	153.32
4666	106	3	5.1
101	6911	4	5.44
101	2431	54	241.4
1308	8	28	146.8
12	454	104	213.21
128	1924	4	13.48
2404	105	40	219.19
553	719	4	26.2
111	16350	3	22.08
21085	14	3	10.01
108	14446	3	16.41
149	229	17	49.96
2766	112	5	17.24
214	302	44	321.79
146	31921	3	37.66
122	1143	17	82.27
282	185	3	4.43
343	104	62	107.86
126	6287	17	169.52
2	9328	3	14.08
554	232	3	10.7
1336	14	41	74.28
103	3906	4	5.79
101	1008	31	32.24
1059	171	6	29.2
420	154	5	10.89
530	295	4	18.39
102	8877	3	7.44
32819	188	3	42.21
144	3655	3	15.71
2756	103	9	19.4
715	14	51	49.49
1738	12	11	7.64
109	16865	3	17.98
101	15714	5	21
16	985	5	17.49
2	6900	3	11.67
13416	12	8	50.39
135	982	4	10.22
10578	14	6	18.45
2176	249	3	19.49
704	742	3	19.48
110	467	78	378.37
294	120	29	82.26
2	2444	5	11.91
170	409	3	5.1
139	1820	3	10.19
109	1918	8	17.86
2816	1811	5	62.81
983	14	30	21.1
2005	12	8	3.89
242	134	107	628.49
303	217	3	6.43
147	457	13	49.58
4231	2575	3	39.86
5380	105	8	30.97
101	11094	10	51.71
467	221	20	135.22
234	2433	3	19.84
141	887	9	36.67
198	1700	7	49.4
107	789	11	9.96
6395	102	18	111.07
106	929	16	23.23
106	6509	16	104.73
919	169	21	148.17
474	1302	6	49.96
7570	12	3	4.28
2208	199	4	25.98
138	2107	4	16.94
136	1364	6	24.26
383	4236	3	27.36
20110	14	3	10.01
330	1126	5	34.03
116	4721	3	12.3
5549	101	10	25.44
12	10819	3	6.71
881	114	6	9.88
130	9660	4	29.89
1224	104	14	21.97
10078	105	4	16.56
144	799	3	6.09
648	367	3	14.64
103	7342	4	11.69
1533	14	29	40.78
6557	107	5	19.36
101	4486	15	43.99
103	5600	3	5.26
164	1707	3	12.92
317	639	3	13.61
212	472	4	14.05
119	3460	3	10.39
5387	111	5	25.01
4468	11524	9	189.51
5570	103	3	5.26
22419	12	3	14.49
101	24207	3	13.1
158	104	121	85.65
15369	110	3	20.1
129	1259	4	10.3
131	533	7	14.68
101	2162	25	52.52
102	7927	7	28.41
898	113	9	20.46
18746	8381	3	63.08
4541	101	5	4.2
7607	102	3	6.32
133	4491	4	23.02
13904	14	5	17.27
105	5695	11	52.94
2707	105	35	193.63
666	12	36	34.25
1691	14	25	33.06
694	970	4	30.51
105	250	25	3.96
696	201	3	10.76
321	490	21	165.61
1238	508	9	83.07
386	115	13	21.33
3268	9214	13	272.73
20878	14	3	10.01
450	171	3	5.65
1054	176	3	11.24
694	4410	3	31.64
101	19302	3	10.98
1357	120	4	9.05
1133	245	3	15.31
101	17200	4	15.91
151	1190	3	9.55
12378	12	9	56.69
23332	23559	3	75.82
111	8788	9	72.91
2052	14	22	31.96
1293	129	7	25.72
121	708	4	4.56
10822	2337	4	65.25
722	107	11	8.65
185	1113	3	12.54
7912	14	5	9.04
18894	102	3	14.74
2522	1495	3	32.37
6356	285	4	40.48
105	2683	10	26.06
319	586	8	50.5
103	8022	3	7.74
4157	1059	4	47.65
17642	102	3	13.21
130	1418	6	21.54
127	3776	4	19.5
4215	377	3	27.25
11820	105	3	11.7
9773	12	12	75.59
102	3434	12	34.57
105	4062	3	4.02
7168	103	3	7.06
5834	107	3	7.71
8383	4385	3	49.51
752	103	25	36.17
1773	105	13	28.83
2797	14	22	47.79
1873	146	5	24.03
2195	123	5	18.99
149	492	4	7.82
123	823	14	52.14
720	225	4	17.81
125	593	12	35.55
309	461	3	11.48
14724	14	3	7.44
5806	104	3	6.05
122	1428	4	9.98
3177	113	5	18.87
102	21056	3	14.74
106	9044	4	15.52
101	732	30	14.98
130	4051	3	13.65
5263	1073	3	36.04
315	376	4	15.79
760	111	6	7.33
15024	954	4	62.35
1091	1130	4	36.06
17809	14	3	8.55
104	666	56	165.41
102	437	28	14.59
603	118	9	17.84
1627	116	3	5.42
2706	540	3	26.6
2292	8	10	43.08
101	7796	8	24.14
11858	105	3	11.7
9815	12	12	75.59
8057	116	3	16.42
3102	120	4	15.9
28508	934	3	53.79
7911	506	3	34.57
125	1222	5	13.77
623	9	6	6.31
5988	2074	3	41.13
3522	12	6	5.87
1483	105	7	6.32
2501	14	19	30.28
494	319	5	25.06
2437	151	5	28.26
971	393	4	25.69
277	202	3	5.34
1265	101	23	22.06
658	124	4	4.93
156	1047	4	14.41
9573	161	3	25.46
