149	630	12	53.65
17	220	9	25.7
153	1125	6	26.71
4270	8	5	22.25
245	202	5	11.95
815	334	3	15.3
367	521	8	50.97
2	9792	6	39.36
1064	118	8	22.86
101	3030	11	14.33
2296	14	12	8.31
159	356	17	72.36
130	1749	99	1126.31
133	406	29	127.05
160	225	9	18.62
2080	112	15	75.01
101	4648	5	4.42
12	4268	6	8.26
4575	14	9	14.45
958	1868	20	263.98
101	7087	6	12.73
418	484	3	13.75
389	1253	7	56.99
12	6971	6	15.23
16203	12	3	10.84
3698	113	3	9.48
101	396	263	891.41
2829	3221	4	53.81
2407	245	3	20.04
121	4794	6	35.56
1096	309	5	33.27
10119	127	3	20.66
183	780	74	729.57
184	912	3	11.09
686	319	10	70.59
2	13354	3	17.45
119	2932	4	14.55
930	103	23	39.07
2972	14	15	23.23
1954	105	59	350.35
8311	102	3	7.03
256	388	3	9.14
104	2194	14	37.8
1787	191	3	15.98
220	690	3	11.41
162	133	207	1117.31
1206	541	3	21.27
12	1696	20	31.86
2801	102	6	6.97
791	16	5	15.14
321	608	4	19.97
668	220	3	11.28
127	828	6	14.36
101	1294	22	20.35
195	1366	5	29.38
103	5073	3	4.51
6103	104	3	6.28
5083	102	6	14.46
449	410	5	26.9
183	549	3	7.95
101	16827	4	15.91
11808	101	4	10.53
1261	1498	3	27.94
1994	110	3	4.66
125	7995	3	18.41
6115	12	4	5.61
7136	103	3	6.75
8957	114	3	16.57
557	9	6	5.42
106	4156	11	43.66
3712	57	3	26.79
172	538	5	15.89
171	172	12	20.92
137	215	24	68.55
1124	118	12	44.82
109	6012	5	20.07
473	162	4	9.1
981	222	7	43.55
949	101	19	6.01
113	500	14	27.95
118	1289	3	4.5
147	831	4	11.1
336	1920	5	39.93
304	704	4	20.78
10207	377	3	34.39
12	9842	10	52.35
101	10229	4	8.94
4042	14	8	8.8
103	11019	3	10.06
6152	102	22	156.59
2124	437	13	140.52
101	11620	5	15.85
112	958	14	44.7
2786	104	6	9.94
147	2224	3	12.74
303	251	13	68.28
8764	12	8	31.79
1020	624	8	71.88
6132	14	7	12.3
4794	107	5	15.32
106	3299	8	21.72
1756	103	7	6.32
3807	14	7	5.47
136	494	4	5.62
23698	107	3	20.68
106	1457	6	4.41
1185	6181	3	37.93
3125	113	5	18.68
383	2628	3	23.81
2101	118	4	11.47
7910	11508	7	151.9
1431	108	9	16.27
106	6731	9	44.66
4596	104	3	4.56
9268	12	3	5.73
10292	14	4	7.75
165	327	5	9.86
140	429	7	15.21
138	1233	3	7.96
5643	14	6	7.92
101	11318	4	10.53
118	408	7	6.48
21143	111	3	23.66
1254	103	10	9.21
7	3212	3	15.35
1292	199	8	54.09
302	798	9	63.24
29722	934	3	53.79
117	1055	8	22.63
236	194	16	68.89
335	175	10	36.42
8810	12	5	14.03
21499	108	3	21.39
20387	101	3	10.98
262	110	28	46.47
167	2454	4	23.17
167	233	28	126.98
1731	514	3	23.03
107	7000	6	27
350	896	10	78.13
104	22060	3	18.8
1093	103	12	11.8
278	5167	3	26.76
1268	112	4	6.13
519	249	3	10.67
8408	14	5	9.69
695	173	3	8.15
101	3222	9	9.9
12	3610	8	12.14
3667	12	8	12.47
2643	14	30	81.93
121	24478	3	28.42
104	6879	5	17.45
185	1793	6	39.08
8648	14	4	6.54
120	681	12	34.96
2671	102	6	6.52
218	334	5	16.27
3464	3442	3	40.46
2500	114	3	7.15
309	1096	9	70.64
2503	300	4	31.67
127	1714	3	7.7
11179	103	7	40.6
161	1726	3	12.68
132	2176	3	10.1
177	12701	5	56.02
101	2592	23	55.08
12	2198	16	27.06
578	192	3	9.34
12023	110	3	17.48
548	108	29	61.24
356	225	4	12.09
575	481	5	31.46
104	5924	16	93.83
5398	12	4	4.8
102	1701	7	4.21
159	152	15	20.92
17438	9451	3	62.46
101	2824	12	15.95
346	710	8	54.62
151	108	193	365.93
2535	4357	8	124.64
4393	102	4	5.57
101	33429	3	17.49
6132	1293	4	53.39
707	7059	3	35.4
920	112	5	6.62
567	110	7	6.14
476	150	14	59.21
6483	105	3	7.12
4382	107	6	19.47
109	966	7	5.89
107	197	33	10.46
3195	14	16	29.69
1665	286	18	180.25
107	2553	10	29.41
106	2175	10	22.08
109	2832	3	4.01
4463	104	3	4.41
533	175	23	146.15
101	8376	10	39.77
6190	2021	3	41.27
210	3459	3	21.49
101	13375	5	18.9
841	138	3	5.75
335	441	3	11.6
12	15356	3	9.69
9119	12	3	5.73
6815	121	3	16.14
336	1002	9	70.09
1221	152	5	21.28
102	12348	3	10.24
5196	127	3	15.2
2922	137	5	27.28
106	2979	4	5.14
765	116	4	3.89
109	2584	4	6.46
349	327	5	21.23
890	162	5	19.42
5950	14	9	20.49
4925	12	9	21.88
136	256	27	91.92
138	2755	3	12.92
9456	102	7	32.22
1018	146	5	17.88
102	13212	5	25.18
7333	124	6	44.4
145	1114	3	8.4
5954	102	5	12.54
118	1875	6	20.39
4137	102	12	40.23
2538	247	4	29.68
372	138	4	4.02
11491	108	4	21.18
102	9212	3	7.88
101	13645	3	7.46
242	740	3	12.45
2690	12	8	7.44
12	27480	3	18.9
1310	546	3	21.86
267	205	5	13.36
106	6448	3	7.37
166	5168	3	21.01
107	4340	5	14.13
5520	116	4	20.2
4318	124	5	27.54
106	776	46	138.44
108	515	68	244.11
105	11671	5	25.73
884	14	35	26.66
1904	12	15	19.41
6787	14	5	6.95
4592	6163	6	104.66
113	3349	3	8.72
1831	107	5	5.33
114	1638	4	8.37
841	102	29	45.93
103	14276	3	12.23
498	864	9	75.53
104	12290	3	12.05
101	8337	4	7.15
136	1365	3	8.21
141	508	11	37.16
829	14	75	146.05
172	313	9	27.92
1724	822	3	25.84
110	2461	3	5.87
833	287	7	45.43
280	15490	4	51.64
101	27385	3	17.49
2378	103	10	20.14
332	14	154	223.88
105	8535	10	59.9
372	102	38	25.68
12	9358	5	14.87
3465	567	3	28.61
13208	14	5	17.27
30131	103	3	22.58
1163	232	20	178.51
353	14	119	131.72
1370	12	15	11.9
434	24209	3	44.35
136	231	28	90.56
1633	127	3	7.44
613	129	5	8.28
2	3088	3	5.84
230	564	17	118.91
106	12005	5	26.2
105	24384	3	19.18
6279	2	3	10.78
154	2327	3	13.85
311	104	28	12.53
26078	12	3	18.9
14033	102	3	11.06
668	825	4	28.88
101	1841	43	124.59
12	1957	13	14.53
105	4	18	8.37
1304	14	31	38.17
131	1566	3	7.74
7474	224	3	27.95
12	1149	16	10.01
103	347	22	4.72
102	2453	6	5.57
130	2291	5	21.07
320	472	4	17.87
30289	2070	3	58.94
6686	2	3	11.35
11921	14	3	5.19
104	4185	11	42.01
4062	124	5	26.67
1089	142	9	41.96
5224	103	4	8.26
1680	129	3	7.77
101	16558	3	9.51
400	12	33	6.66
119	1743	3	6.08
126	820	8	23.03
17	501	20	126.35
152	513	3	4.98
153	1378	3	10.57
2219	116	3	7.12
151	132	84	266.09
104	21367	4	31.01
133	127	372	1774.43
1141	2034	3	29.16
101	939	94	289.32
2291	1780	5	59.93
101	2793	8	5.49
7764	14	5	8.45
101	6483	4	4.77
601	6302	3	33.54
550	161	6	19.81
7229	104	3	7.67
12503	12	6	26.6
104	5586	5	14.58
575	820	6	46.35
486	586	4	23.62
101	2611	26	69.37
130	3452	3	12.51
4520	121	3	13.05
126	4747	3	14.54
21880	362	3	43.08
101	24566	3	13.1
8	9428	9	75.04
908	1304	3	24.85
814	12	28	23.53
1838	14	16	11.97
212	859	5	25.71
106	15418	3	14.51
20142	14	4	17.09
770	163	5	18.05
8	2535	3	6.74
106	1479	11	18.43
2206	103	7	8.91
141	1394	3	8.83
3226	105	4	5.45
169	14	456	623.21
983	295	4	23.23
474	479	25	228.5
478	2059	5	44.76
4530	103	5	10.87
106	8046	3	8.97
115	1482	3	4.75
17408	106	3	15.72
19426	12	5	31.49
12	12302	4	13.27
1548	12	12	7.94
1320	1615	3	28.74
12045	12	4	13.27
3607	7	8	59.83
5753	126	3	16.12
640	377	5	29.57
166	1305	32	279.17
1015	14	52	87.81
214	10451	3	30.93
109	706	12	13.6
203	686	6	29.73
142	372	10	26.24
7895	12	4	8.25
6636	134	3	18.85
375	120	31	107.55
533	424	4	21.59
104	11984	5	25.11
1043	102	47	140.62
114	6164	3	13.69
9	1577	4	7.82
3781	106	6	15.02
1318	113	8	22.58
2724	103	6	8.52
1131	6311	9	135.98
5064	103	3	4.51
2715	3779	4	55.05
325	120	25	68.95
5210	116	5	26.84
21580	1510	4	75.99
671	102	16	6.84
168	6228	3	22.75
2422	118	3	7.96
690	107	16	20.52
185	411	5	15.59
151	708	4	10.63
655	520	5	33.55
5900	103	3	5.48
120	1552	3	6.02
125	370	34	133.91
123	599	8	17.04
1138	372	7	54.61
901	430	3	17.68
7110	107	3	9.07
318	113	10	6.88
793	276	6	35.68
758	232	3	12.36
105	1781	6	5.66
129	1200	4	9.96
105	5516	8	31.65
2016	102	9	10.69
12	4957	11	32.37
102	7860	7	28.41
355	115	8	6.01
225	161	12	31.31
102	1952	9	10.22
101	698	52	64.19
1177	1772	3	28.54
159	384	4	7.16
227	2787	3	20.61
129	1910	4	13.46
1388	114	3	4.01
153	1172	3	9.64
214	683	5	23.55
123	2314	4	13.88
13948	102	3	11.06
7587	14	5	8.45
154	918	26	181.97
1235	14	35	47.38
2254	105	7	11
217	12	65	9.63
203	13420	3	32.86
249	223	4	9.13
1620	7759	13	231.46
319	407	7	36.67
103	145	327	539.84
189	104	81	70.96
127	797	8	22.55
132	1480	5	17.92
128	921	4	7.8
129	551	9	22.46
127	2258	3	9.25
104	566	13	4.73
14347	102	4	17.61
128	154	103	345.01
3968	2963	5	72.88
1501	14	21	17.94
482	12	108	246.02
957	805	3	21.84
6167	9	3	13.44
12	7296	3	3.99
101	7691	5	9.89
182	2	61	83.32
3245	108	6	16.21
153	2253	9	60.55
2793	128	5	23.27
85	270	8	39.07
155	4481	3	18.81
217	4407	3	23.63
107	681	63	240.28
609	484	5	31.96
1628	101	16	13.14
294	1366	3	17.9
295	136	6	6.73
260	124	8	6.16
106	2659	4	4.31
108	2396	9	25.27
106	6620	4	12.08
108	6884	3	9.72
10304	209	5	56.39
144	378	8	18.84
11709	101	3	6.05
2659	14	9	4.91
115	1071	5	9.44
1069	111	8	18.94
5002	14	5	3.98
562	261	5	24.43
8424	14	4	6.03
116	2356	3	7.41
271	2073	4	28.81
145	296	5	6.09
106	17836	6	47.85
1163	1216	3	26.07
115	255	13	11.65
5970	2864	9	154.17
1401	141	3	8.83
2103	105	19	62.94
1077	103	11	9.28
3127	14	10	9.57
214	10529	4	44
110	1902	3	4.45
106	258	151	452.87
10648	108	3	13.18
4894	14	7	8.9
673	152	3	6.41
138	3851	3	15.34
858	546	4	27.77
106	1704	14	33.09
110	575	20	52.18
196	173	46	233.92
15344	14	3	7.44
834	130	5	10.9
110	2170	10	39.4
2641	14	12	11.31
500	2246	3	24.61
331	316	3	9.5
12	15435	3	9.69
839	3021	11	140.39
1126	101	21	13.87
564	108	13	11.28
104	11173	5	25.11
15013	14	3	7.44
2605	8	4	11.3
4496	102	4	5.77
979	118	5	9.13
2140	14	14	10.95
167	1483	7	40.77
138	852	18	95.97
9140	102	4	12.94
169	17	5	4.44
230	269	9	36.6
28781	27313	3	84.82
1946	585	3	24.67
414	279	4	15.59
14985	102	5	27.33
125	3787	4	19.06
1646	687	12	132.99
126	1676	5	17.25
219	153	13	31.89
121	476	15	40.31
9978	14	3	4.17
6	2634	3	26.04
101	2053	14	13.48
104	473	69	181.7
129	844	5	10.96
103	2860	6	9.19
762	112	15	42.72
1787	9	14	64.07
960	121	4	6.59
386	227	5	18.43
9974	102	6	26.42
516	146	4	7.54
105	4409	31	224.14
102	4813	9	27.98
101	6051	4	4.19
5468	102	3	4.08
545	194	6	25.98
9103	12	5	14.87
104	845	47	144.3
105	969	112	628.76
103	200	52	19.44
127	748	7	17.31
132	3381	3	13.19
825	138	3	5.61
102	2178	6	4.46
460	277	3	10.65
819	157	4	12.41
156	105	609	2197.65
4398	107	6	19.47
217	186	16	61.55
7008	101	12	45.74
1036	175	9	52.44
348	12564	5	66.51
640	9452	3	37.42
366	172	3	4.52
4300	113	3	10.53
4205	774	3	31.85
309	544	9	57.33
9641	14	10	41.27
3422	169	8	65
22897	14	3	12.11
7164	1050	3	38.43
419	112	11	13.89
994	150	19	121.23
5975	14	6	8.8
133	421	8	16.4
134	284	8	11.01
636	105	38	84.13
161	1189	3	10.51
1657	103	11	16.59
3700	14	7	5.24
2674	12	8	7.44
225	121	68	261.33
6	23140	3	45.64
101	3141	12	18.66
103	4001	4	5.95
12	298	104	125.84
194	463	6	23.71
103	1595	24	69.25
2136	416	3	22.89
12751	105	6	35.94
253	116	13	12.08
101	2272	25	55.17
105	7420	5	18.64
20915	1263	4	69.46
8439	12	3	4.94
2318	115	19	116.1
8693	15234	3	60.71
153	3879	7	53.13
101	19847	5	29.15
121	1994	7	28.6
106	6098	3	6.86
2453	14	11	7.56
1400	146	4	15.2
1436	105	7	6.07
101	24738	3	13.1
107	3246	12	46.66
8	2380	19	109.78
110	2750	7	26.61
5305	12	6	11.03
231	111	150	711.16
1245	110	4	5.02
107	1511	12	26.62
101	9692	3	5
2092	3304	3	36.57
1456	101	31	53.07
2481	102	9	14.31
108	20889	3	19.18
102	10689	3	8.92
650	118	6	8.7
180	1568	3	13.75
16219	12	6	37.79
4294	102	5	8.61
303	563	4	19.13
113	314	10	6.78
116	1859	4	10.05
1351	186	3	13.68
101	10034	3	5
6631	103	4	10.45
594	645	10	83.56
144	5716	3	19.06
108	3585	3	5.06
3323	104	5	8.49
4119	113	3	10.21
4563	102	8	21.83
352	521	10	67.09
1464	106	8	9.21
738	199	3	10.83
233	264	5	14.81
142	210	12	20.76
140	963	3	6.57
876	8700	3	38.86
101	32713	3	17.49
2	2040	8	22.94
109	4333	3	6.56
2	5255	3	9.56
1978	110	3	4.61
114	1418	3	4.12
101	14991	3	8.38
129	9639	3	20.36
533	130	6	10.53
4009	12	8	13.91
2988	14	12	13.9
2638	1664	5	61.13
101	10999	3	5.49
207	165	6	8.27
145	732	9	35.66
143	502	4	6.93
843	152	3	7.59
274	648	7	41.18
4801	14	6	5.8
299	376	8	41.58
272	388	21	146.88
569	124	4	4.11
1791	194	4	23.79
109	2569	9	27.81
1852	6	4	33.73
14676	14	3	7.44
168	912	11	62.71
139	499	7	17.41
3229	132	3	12.83
109	213	158	521.41
2979	107	5	9.93
125	6773	5	33.88
4520	161	3	19.45
150	494	5	11.94
152	740	4	11.12
2798	12	14	27.47
245	682	5	25.14
126	2186	4	14.27
1023	997	3	23.87
359	3664	6	60.64
101	5180	12	33.51
13590	103	3	12.23
8316	107	3	10.51
455	253	3	10
291	610	3	12.74
9774	14	4	7.75
8748	12	3	5.31
133	2842	6	32.56
4754	12	5	6.38
133	218	9	8.85
131	955	3	4.96
159	167	11	14.51
550	121	26	105.48
3069	328	3	23.89
4986	1615	3	38.12
12	4457	6	8.56
101	6569	5	7.88
187	172	36	155.19
181	1468	3	13.55
8740	107	3	10.94
6284	699	5	63.04
101	20300	3	10.98
788	106	19	27.09
489	162	3	5.56
101	21917	3	13.1
125	1619	12	60.39
2673	115	12	65.8
5290	14	6	7.13
1294	111	4	6.02
2857	462	4	36.87
2319	107	7	14.4
461	105	15	5.07
364	146	4	4.97
3521	14	13	21.53
101	3205	12	19.09
12	3593	10	18.8
103	2275	11	22.99
129	280	12	19.77
105	668	15	11.99
9816	14	3	4.17
102	6863	3	5.43
449	101	157	388.06
101	5486	18	73.74
12	7595	5	11.95
105	7100	15	98.81
287	798	11	80.22
284	186	8	25.56
9	12804	3	19.35
1238	103	15	22.89
103	637	13	4.8
104	271	53	56.55
191	358	5	14.94
31415	210	3	43.61
5631	102	5	11.72
1095	116	4	6.43
218	222	5	11.76
126	1886	4	13.03
250	101	81	23.66
341	7	4	4.74
10308	14	7	22.8
458	724	5	32.84
101	23806	3	13.1
526	102	20	7.92
121	5853	7	47.96
185	973	3	11.55
1031	5566	4	50.72
151	177	15	27
1232	2	8	15.31
101	4364	5	3.99
19410	12	4	20.28
861	123	5	9.78
101	6596	4	4.77
5238	312	3	27.6
3859	112	8	41.95
1816	115	14	68.03
25928	188	4	56.28
1780	127	4	12.6
11116	188	10	140.74
101	892	32	28.04
12	768	24	13.58
3250	110	3	7.58
2165	560	3	25.15
159	193	16	42.86
12	2160	11	11.27
582	5605	6	74.36
701	265	3	12.98
1176	104	8	5.5
127	5611	3	15.9
152	759	3	6.95
5388	110	12	81.53
121	4086	12	84.47
6598	14	7	13.56
7618	12	3	4.28
4546	103	3	3.88
1419	3966	3	35.42
8587	103	3	8.13
122	367	26	84.2
184	6228	7	70.3
7892	2958	6	102.25
254	1474	3	17.28
103	607	16	8.45
102	985	35	78.33
101	1792	14	10.6
190	260	7	20.51
667	14	47	36.83
631	147	3	5.46
101	5503	6	9.12
3453	112	4	14.13
1089	187	15	111.12
1027	102	65	238.17
3930	307	4	36.3
105	6282	17	110.58
103	2322	5	4.27
105	3064	19	81.9
1302	113	14	54.21
106	9382	3	10.25
2053	12	12	12.78
106	11741	7	43.71
116	31377	3	31.73
150	3661	6	42.28
3410	118	3	10.19
9899	9	4	25.8
168	4002	8	67.79
6270	113	3	13.32
106	3800	7	19.62
108	1190	50	243.61
2751	101	8	5.32
2	465	10	6.86
406	835	4	24.7
2417	112	4	10.94
976	1571	4	37.59
12422	104	5	26.56
177	1123	11	70.95
1739	14	14	7.13
1227	2395	27	411.02
5253	9	3	12.19
6274	115	8	55.43
180	1591	10	70.41
11737	2278	4	65.99
113	2712	3	7.4
433	142	58	372.03
10568	12	6	23.07
595	1585	3	23.48
13463	26447	3	74.24
4380	2445	4	55.62
109	4027	3	6.12
109	1784	4	3.87
2	599	18	36.02
107	1552	8	12.48
2004	14	28	52.28
167	7814	5	46.38
413	137	37	193.52
740	132	10	34.62
106	791	17	21.36
202	581	4	15.34
136	1628	6	26.45
640	1579	4	34.23
165	472	3	5.54
415	1556	10	94.56
19431	102	5	35.59
21412	188	4	56.28
274	627	6	33.17
113	3334	4	13.82
19786	19435	3	71.36
101	10956	5	14.66
2443	3212	17	280.52
374	305	3	10.01
12	8709	3	5.31
7591	102	17	121
180	196	44	230.33
143	797	12	54.91
146	185	11	14.98
116	145	49	50.06
205	104	107	172.54
1223	102	30	72.33
567	176	4	12.29
4497	105	3	4.71
4435	186	5	41.72
506	107	12	5.73
22435	12	3	14.49
1791	901	4	38.06
1219	14	24	17.73
106	530	36	67.84
3257	103	6	10.53
14295	151	3	27.87
107	148	525	1798.68
142	182	20	39.4
845	14	69	126.55
1330	384	3	19.48
121	807	7	15.76
1837	7262	3	41.9
1515	115	5	12.51
557	169	8	32.97
22072	14	4	21.97
2946	111	11	56.42
134	1649	3	8.91
1652	444	5	41.58
127	782	7	17.82
103	160	71	7.88
5365	116	4	19.88
191	964	18	137.14
10703	14	3	4.64
453	5378	3	30.38
16528	27335	3	76.5
10424	102	8	44.22
1955	556	5	45.85
17363	121	3	24.62
868	14	39	35.01
1888	12	14	16.31
102	779	58	156.47
12	1638	40	116.39
103	2885	5	6.19
101	3745	19	56.61
1815	107	5	5.33
6771	14	4	4.07
212	6010	3	25.93
109	11666	3	14.18
85	287	19	127.99
10428	14	5	13.1
119	3022	3	9.47
817	8	10	21.76
2252	118	6	22.71
152	1462	22	169.17
10085	112	3	17.21
102	18364	3	14.74
184	5722	3	23.86
368	14	59	16.08
3428	105	5	9.38
2403	103	7	9.96
458	147	5	10.43
1386	12	13	7.99
4583	1384	5	66.38
7309	12	5	11.36
121	3816	5	24.74
122	1833	4	11.71
123	711	12	37.7
8554	118	4	25.49
5690	106	4	10.7
101	7053	9	27.3
1374	104	25	71.71
101	4929	15	47.54
131	349	9	14.98
101	2293	13	13.53
6256	102	7	23.17
254	2157	3	19.58
104	1146	10	9.44
12	2728	10	13.3
101	3116	24	71.28
2362	103	8	12.98
315	485	7	39.33
1410	107	6	5.78
103	5500	5	13.16
125	615	4	4.68
121	1141	3	4.53
101	18463	3	10.98
5666	101	8	17.19
6693	102	3	5.43
1479	179	4	20.02
939	457	6	45
200	281	3	5.32
262	176	6	13.47
739	341	3	14.77
1401	14	22	17.91
7567	1879	3	42.47
109	4562	3	6.88
113	1924	4	9.07
118	623	8	14.81
205	398	4	12.4
101	8532	10	39.77
10916	12	3	6.71
6437	6921	3	51.02
104	9369	6	28.86
2412	110	3	5.8
843	384	4	24.25
3332	894	3	31.09
118	2306	3	7.65
113	1182	6	12.61
103	15567	3	13.2
349	472	7	40.28
14029	14	3	6.55
13006	12	5	19.48
137	1538	16	102.4
142	617	6	16.38
643	158	4	10.89
8	1836	6	16.95
106	1093	23	56.26
106	2703	5	7.38
12278	14	4	10.26
4223	106	5	12.02
642	2135	3	25.76
11253	12	10	62.99
5072	146	3	18.46
21003	14	4	17.09
110	4467	3	9.93
106	5869	3	6.62
574	171	4	11.5
3121	233	5	41.32
6744	2818	4	61.67
85	9244	3	33.64
198	125	342	2460.09
798	12	82	225.23
106	3357	10	32.04
2848	105	8	18.47
329	262	3	8.27
101	11658	3	6.05
16	2529	3	13.41
145	3320	6	39.14
2852	101	11	13.03
114	2240	4	10.72
116	1248	3	4.06
1226	120	6	16.77
838	107	17	28.63
271	370	8	39.39
175	115	25	20.76
592	137	18	82.57
12	9924	3	6.19
3980	103	4	5.95
